Frequency (Hz),S12 Real,S12 Imaginary
538413841,-0.568446,0.28543
539003900,-0.563896,0.293077
539593959,-0.559223,0.300662
540184018,-0.554356,0.308305
540774077,-0.549601,0.315683
541364136,-0.544649,0.323061
541954195,-0.539572,0.330355
542544254,-0.534548,0.337461
543134313,-0.529333,0.34458
543724372,-0.524107,0.351365
544314431,-0.518629,0.358446
544904490,-0.51325,0.365206
545494549,-0.507635,0.372113
546084608,-0.502121,0.378569
546674667,-0.496276,0.385359
547264726,-0.490501,0.39188
547854785,-0.484696,0.398267
548444844,-0.478779,0.40441
549034903,-0.472737,0.41078
549624962,-0.466771,0.416902
550215021,-0.460505,0.42289
550805080,-0.454313,0.428894
551395139,-0.447984,0.434747
551985198,-0.441666,0.440447
552575257,-0.435254,0.446185
553165316,-0.428728,0.45178
553755375,-0.422183,0.457149
554345434,-0.415509,0.462586
554935493,-0.408908,0.467696
555525552,-0.40204,0.473092
556115611,-0.395355,0.478122
556705670,-0.388521,0.483125
557295729,-0.381712,0.487895
557885788,-0.3747,0.492693
558475847,-0.368007,0.49723
559065906,-0.360715,0.501929
559655965,-0.353637,0.506483
560246024,-0.346589,0.510849
560836083,-0.339467,0.515124
561426142,-0.332286,0.519166
562016201,-0.325023,0.523401
562606260,-0.317558,0.527488
563196319,-0.310027,0.531446
563786378,-0.302677,0.535266
564376437,-0.294986,0.539094
564966496,-0.287668,0.542628
565556555,-0.280032,0.546255
566146614,-0.272473,0.549721
566736673,-0.264917,0.553038
567326732,-0.257228,0.556249
567916791,-0.249407,0.559485
568506850,-0.241789,0.562451
569096909,-0.234051,0.565405
569686968,-0.226311,0.568201
570277027,-0.218609,0.571023
570867086,-0.210758,0.573559
571457145,-0.20303,0.576071
572047204,-0.195115,0.578586
572637263,-0.187472,0.580738
573227322,-0.179422,0.582885
573817381,-0.171755,0.585105
574407440,-0.163812,0.586934
574997499,-0.155777,0.589007
575587558,-0.147816,0.590752
576177617,-0.140026,0.592535
576767676,-0.132244,0.594057
577357735,-0.124318,0.59549
577947794,-0.116201,0.596993
578537853,-0.108308,0.598227
579127912,-0.100279,0.599425
579717971,-0.0922352,0.600579
580308030,-0.0842585,0.60153
580898089,-0.0760683,0.602529
581488148,-0.068408,0.603223
582078207,-0.0603735,0.603982
582668266,-0.0521696,0.604616
583258325,-0.0444197,0.605063
583848384,-0.0362323,0.605567
584438443,-0.0282623,0.605822
585028502,-0.020301,0.606082
585618561,-0.0124751,0.606113
586208620,-0.00438774,0.606117
586798679,0.00375385,0.606028
587388738,0.0119084,0.605915
587978797,0.0198995,0.605553
588568856,0.0278698,0.605318
589158915,0.0358568,0.60475
589748974,0.0440266,0.604155
590339033,0.0518539,0.60349
590929092,0.0599546,0.602749
591519151,0.0679677,0.601873
592109210,0.0759356,0.600916
592699269,0.0842098,0.599813
593289328,0.091946,0.59872
593879387,0.099827,0.597374
594469446,0.10771,0.596041
595059505,0.115575,0.594608
595649564,0.123265,0.59311
596239623,0.131469,0.591429
596829682,0.139342,0.589646
597419741,0.146787,0.587878
598009800,0.154702,0.585906
598599859,0.162411,0.583874
599189918,0.170331,0.581696
599779977,0.177946,0.579424
600370036,0.185458,0.57727
600960095,0.193194,0.574825
601550154,0.200976,0.572374
602140213,0.208634,0.569782
602730272,0.216138,0.566995
603320331,0.223791,0.56425
603910390,0.231271,0.561274
604500449,0.238751,0.558243
605090508,0.246228,0.555137
605680567,0.253607,0.552115
606270626,0.261066,0.548726
606860685,0.26858,0.545403
607450744,0.275752,0.541943
608040803,0.283188,0.538313
608630862,0.290234,0.534867
609220921,0.297588,0.530974
609810980,0.304793,0.52721
610401039,0.312064,0.52334
610991098,0.319162,0.519319
611581157,0.326097,0.515176
612171216,0.332989,0.511089
612761275,0.33993,0.506878
613351334,0.346741,0.502455
613941393,0.35354,0.497979
614531452,0.360419,0.493461
615121511,0.367008,0.488994
615711570,0.373975,0.484056
616301629,0.380622,0.479306
616891688,0.387168,0.47441
617481747,0.393713,0.469383
618071807,0.400154,0.464342
618661866,0.406537,0.459264
619251925,0.412984,0.453957
619841984,0.419278,0.448539
620432043,0.425445,0.443232
621022102,0.4316,0.437637
621612161,0.437827,0.432097
622202220,0.444076,0.426344
622792279,0.449941,0.420487
623382338,0.455954,0.414621
623972397,0.461771,0.408637
624562456,0.46761,0.402643
625152515,0.473514,0.396418
625742574,0.479183,0.390275
626332633,0.484758,0.38391
626922692,0.49011,0.377711
627512751,0.495846,0.370942
628102810,0.500982,0.364663
628692869,0.506205,0.358055
629282928,0.511504,0.351282
629872987,0.516645,0.344487
630463046,0.521651,0.337777
631053105,0.526545,0.33095
631643164,0.531306,0.324056
632233223,0.536216,0.316918
632823282,0.540882,0.309771
633413341,0.54564,0.302447
634003400,0.550085,0.29523
634593459,0.554576,0.287703
635183518,0.558862,0.280319
635773577,0.563197,0.272857
636363636,0.567345,0.265339
636953695,0.571369,0.257635
637543754,0.575388,0.249697
638133813,0.579239,0.241993
638723872,0.582895,0.234414
639313931,0.586489,0.226595
639903990,0.590098,0.218715
640494049,0.593696,0.210471
641084108,0.597015,0.202421
641674167,0.600218,0.194382
