Chemical,Concentration,Experiment Number,Frequency (Hz),S11 Real,S11 Imaginary,S21 Real,S21 Imaginary,S12 Real,S12 Imaginary,S22 Real,S22 Imaginary
PFOA,365,1,0.0,-0.33159,-0.364399,-0.00926957,0.167572,-0.322962,-0.362532,-0.00677798,0.16373
PFOA,365,1,60606060.0,-0.660115,0.0856981,-7.77323e-06,1.93162e-05,-3.61725e-06,-2.14331e-05,0.490952,-0.435114
PFOA,365,1,121212121.0,-0.644211,0.213341,-3.59638e-05,1.74952e-05,-1.86284e-05,3.88392e-05,-0.102822,-0.704117
PFOA,365,1,181818181.0,-0.608573,0.341565,3.13897e-05,4.92281e-05,3.1601e-05,-2.33585e-05,-0.703759,-0.277105
PFOA,365,1,242424242.0,-0.549616,0.473267,7.19481e-06,-3.01257e-06,7.24882e-06,7.61501e-05,-0.574043,0.487394
PFOA,365,1,303030303.0,-0.44851,0.604456,-8.42712e-06,-5.17703e-05,3.50327e-05,-6.82236e-05,0.119642,0.693252
PFOA,365,1,363636363.0,-0.311789,0.706506,-1.6234e-05,1.51107e-05,3.33907e-06,1.4188e-05,0.599604,0.275102
PFOA,365,1,424242424.0,-0.130375,0.778093,6.2795e-05,-0.000156916,-0.000191571,-5.90517e-05,0.477798,-0.367981
PFOA,365,1,484848484.0,0.0517136,0.799771,-1.68321e-05,0.000169944,0.00012316,5.09252e-05,0.32792,-0.531061
PFOA,365,1,545454545.0,0.236971,0.76801,8.36631e-05,2.62275e-05,8.82598e-05,4.3815e-05,-0.269383,-0.596961
PFOA,365,1,606060606.0,0.397216,0.691191,4.5267e-05,3.98143e-05,5.03219e-05,2.07143e-05,-0.649133,-0.176809
PFOA,365,1,666666666.0,0.545486,0.591823,2.8224e-05,5.2844e-05,3.53075e-05,-6.74582e-05,-0.553655,0.3979
PFOA,365,1,727272727.0,0.67177,0.445999,2.48292e-05,-6.41684e-05,1.72778e-05,-3.69019e-05,-0.0146655,0.699463
PFOA,365,1,787878787.0,0.765827,0.290039,-2.84375e-05,-6.23915e-05,1.45054e-05,-6.04852e-05,0.583551,0.432497
PFOA,365,1,848484848.0,0.822061,0.11635,-7.48165e-05,-5.30472e-05,-9.24374e-05,-0.000100629,0.696682,-0.305193
PFOA,365,1,909090909.0,0.834657,-0.0830235,-8.56411e-05,3.75385e-05,-9.76407e-05,-4.13672e-05,-0.0532178,-0.753616
PFOA,365,1,969696969.0,0.788186,-0.292116,-8.46169e-05,9.41115e-05,-0.000132849,8.18555e-05,-0.676009,-0.166404
PFOA,365,1,1030303030.0,0.66927,-0.496134,9.49123e-05,6.33342e-05,-8.38469e-05,0.000220125,-0.386348,0.490008
PFOA,365,1,1090909090.0,0.494267,-0.642742,0.000109326,-1.64397e-05,0.000108403,0.00017102,0.176867,0.564246
PFOA,365,1,1151515151.0,0.305342,-0.719659,3.1613e-05,-3.96046e-05,0.000108601,4.57341e-05,0.541048,0.23619
PFOA,365,1,1212121212.0,0.117578,-0.748016,6.61285e-07,-0.000104918,8.5756e-07,4.59755e-06,0.554958,-0.242642
PFOA,365,1,1272727272.0,-0.0703973,-0.731277,-5.6457e-05,6.79602e-05,3.79193e-05,-5.04415e-05,0.215422,-0.582166
PFOA,365,1,1333333333.0,-0.232815,-0.686851,6.85e-05,9.86747e-05,-0.000345376,-5.58559e-05,-0.284808,-0.555014
PFOA,365,1,1393939393.0,-0.376121,-0.608536,-0.000395535,-0.000281338,0.000375413,0.000100271,-0.568721,-0.237682
PFOA,365,1,1454545454.0,-0.509424,-0.510481,-0.000327192,0.000236705,0.000298574,-0.00010656,-0.550074,0.269884
PFOA,365,1,1515151515.0,-0.631557,-0.384746,-0.000136429,0.000294475,0.000258241,-0.000192359,-0.135397,0.594087
PFOA,365,1,1575757575.0,-0.722918,-0.21457,0.000205511,0.00038956,0.000112297,-0.000395593,0.432195,0.436683
PFOA,365,1,1636363636.0,-0.765244,-0.0270883,0.000514057,0.000248003,-0.000178059,-0.00051548,0.581529,-0.208569
PFOA,365,1,1696969696.0,-0.749515,0.183762,0.000513402,-0.000268373,-0.000472535,-0.000389485,-0.020505,-0.591443
PFOA,365,1,1757575757.0,-0.664246,0.387116,9.11905e-05,-0.00062246,-0.000662274,-9.57668e-05,-0.518109,-0.184958
PFOA,365,1,1818181818.0,-0.530663,0.541212,-0.00048427,-0.000629004,-0.000551041,0.000164444,-0.406627,0.328656
PFOA,365,1,1878787878.0,-0.390457,0.634822,-0.000730789,-0.000154976,-0.00047567,0.000442905,0.00176021,0.524022
PFOA,365,1,1939393939.0,-0.240847,0.698757,-0.000669211,0.000293235,-0.000304047,0.000670711,0.418811,0.34266
PFOA,365,1,2000000000.0,-0.0861191,0.73412,-0.000315804,0.000607535,-5.74587e-05,0.000777352,0.552685,-0.106441
PFOA,365,1,2060606060.0,0.0722564,0.729648,0.000169829,0.000756964,0.000410603,0.000791975,0.255247,-0.522577
PFOA,365,1,2121212121.0,0.233807,0.705108,0.000899645,0.000712739,0.000929311,0.000697799,-0.284609,-0.505271
PFOA,365,1,2181818181.0,0.394794,0.632272,0.00129758,-0.000359999,0.00123105,0.000253154,-0.556465,-0.0512738
PFOA,365,1,2242424242.0,0.543679,0.518347,0.00103985,-0.00180697,0.0018586,-0.000895306,-0.311605,0.41695
PFOA,365,1,2303030303.0,0.651561,0.354338,-0.00118262,0.000248967,-0.00074249,-0.000570326,0.0460879,0.504075
PFOA,365,1,2363636363.0,0.700353,0.171218,-0.000271427,-0.000126183,-2.56391e-06,-0.000327723,0.497731,0.262633
PFOA,365,1,2424242424.0,0.69164,0.00740077,-0.000648537,-6.48426e-05,6.85478e-05,-0.000678127,0.515816,-0.266114
PFOA,365,1,2484848484.0,0.648434,-0.12224,-0.000842012,0.000345566,-0.000364466,-0.00110393,0.0640946,-0.56936
PFOA,365,1,2545454545.0,0.592718,-0.209823,-0.000497396,0.00115532,-0.000958493,-0.00087445,-0.436146,-0.326175
PFOA,365,1,2606060606.0,0.538255,-0.280589,0.000570632,0.00153598,-0.00176604,-0.000487618,-0.428441,0.233118
PFOA,365,1,2666666666.0,0.472322,-0.344918,0.00171596,0.000516701,-0.00193061,0.00059361,0.0830102,0.402646
PFOA,365,1,2727272727.0,0.403951,-0.406846,0.00148321,-0.00105831,-0.00129705,0.00173509,0.343331,0.0217031
PFOA,365,1,2787878787.0,0.335647,-0.46884,0.000437526,-0.00157699,-0.000312247,0.0019301,0.139354,-0.269769
PFOA,365,1,2848484848.0,0.24695,-0.523048,-0.000699033,-0.0014766,0.000444703,0.0017108,-0.131353,-0.263474
PFOA,365,1,2909090909.0,0.139843,-0.580392,-0.00149237,-0.000959077,0.00100852,0.00154813,-0.284068,-0.0925941
PFOA,365,1,2969696969.0,-0.00185439,-0.609919,-0.00211967,2.91042e-05,0.00159951,0.00132398,-0.294034,0.102051
PFOA,365,1,3030303030.0,-0.15613,-0.601576,-0.00238478,0.00150949,0.00254308,0.000812303,-0.18894,0.270991
PFOA,365,1,3090909090.0,-0.321527,-0.537015,-0.00126511,0.00396761,0.00384347,-0.000484117,0.0385854,0.35632
PFOA,365,1,3151515151.0,-0.471716,-0.40657,0.00541023,0.00523403,0.00417497,-0.0054382,0.308486,0.124139
PFOA,365,1,3212121212.0,-0.556106,-0.222972,0.00349872,-0.0067602,-0.00542916,-0.00425871,0.0666727,0.069205
PFOA,365,1,3272727272.0,-0.570938,-0.0464323,-0.00226383,-0.00229222,-0.0028809,0.000767026,0.318388,-0.085204
PFOA,365,1,3333333333.0,-0.537937,0.107361,-0.000844573,-0.000798819,-0.00110142,-0.000113866,-0.0976156,-0.352054
