Chemical,Concentration,Experiment Number,Frequency (Hz),S11 Real,S11 Imaginary,S21 Real,S21 Imaginary,S12 Real,S12 Imaginary,S22 Real,S22 Imaginary
PFOA,458,1,2363636363.0,0.698798,0.169608,-0.000309661,-0.000108065,-7.73864e-05,-0.000526658,0.490235,0.268034
PFOA,458,1,2424242424.0,0.690056,0.00542096,-0.000841637,-0.000146326,-0.000115021,-0.000846366,0.51352,-0.2657
PFOA,458,1,2484848484.0,0.647545,-0.12207,-0.000878786,0.000555634,-0.000499107,-0.00105179,0.063321,-0.572766
PFOA,458,1,2545454545.0,0.590151,-0.212872,-0.000331744,0.0012025,-0.00119073,-0.000971953,-0.436813,-0.322893
PFOA,458,1,2606060606.0,0.536423,-0.279588,0.000871321,0.00147165,-0.00169762,-0.000311179,-0.435782,0.234874
PFOA,458,1,2666666666.0,0.472096,-0.348562,0.00186673,0.000315998,-0.00197285,0.000851349,0.0799921,0.424078
PFOA,458,1,2727272727.0,0.404179,-0.410109,0.0015285,-0.00120973,-0.00115069,0.00182943,0.365483,0.0353974
PFOA,458,1,2787878787.0,0.33068,-0.466461,0.000175247,-0.00175651,-8.79759e-05,0.00212735,0.161569,-0.285448
PFOA,458,1,2848484848.0,0.241213,-0.52442,-0.000926153,-0.00150029,0.000797422,0.00178093,-0.130458,-0.282258
PFOA,458,1,2909090909.0,0.132781,-0.576313,-0.0017219,-0.000803691,0.00135407,0.00150186,-0.294401,-0.103644
PFOA,458,1,2969696969.0,-0.00410497,-0.613052,-0.00225717,0.000347261,0.00193206,0.00113897,-0.304835,0.100992
PFOA,458,1,3030303030.0,-0.15977,-0.602495,-0.00226269,0.0017885,0.00273921,0.000495879,-0.194124,0.277186
PFOA,458,1,3090909090.0,-0.324545,-0.537006,-0.000763275,0.00441108,0.00387544,-0.00102797,0.0403144,0.360263
PFOA,458,1,3151515151.0,-0.469107,-0.399197,0.00626311,0.00464495,0.00358233,-0.00636619,0.308149,0.128874
PFOA,458,1,3212121212.0,-0.555714,-0.220722,0.00270402,-0.00756154,-0.00618357,-0.00374089,0.0692881,0.0729103
PFOA,458,1,3272727272.0,-0.568248,-0.0422161,-0.00265512,-0.00192219,-0.00289645,0.00120044,0.322369,-0.0864436
PFOA,458,1,3333333333.0,-0.534409,0.109598,-0.000963681,-0.000749993,-0.00107091,2.61392e-05,-0.0988711,-0.350388
PFOA,458,1,3393939393.0,-0.466078,0.242319,-0.00210433,-0.00109375,-0.00207798,-3.61484e-05,-0.23985,0.143722
PFOA,458,1,3454545454.0,-0.370155,0.350397,-0.00265123,0.00101296,-0.00231277,0.0010615,0.132767,0.236834
PFOA,458,1,3515151515.0,-0.276773,0.41878,-0.00145316,0.00249609,-0.00178204,0.00198361,0.312505,0.00110123
PFOA,458,1,3575757575.0,-0.15951,0.46296,0.00031833,0.00317718,-0.00105094,0.00263174,0.241889,-0.258472
PFOA,458,1,3636363636.0,-0.0376622,0.466116,0.00240823,0.00259417,-0.000260377,0.00306701,0.0167566,-0.391375
PFOA,458,1,3696969696.0,0.0722719,0.442504,0.00408506,0.000739353,0.000907241,0.00350108,-0.265218,-0.324282
PFOA,458,1,3757575757.0,0.156204,0.391662,0.0042067,-0.00247518,0.00257691,0.00346191,-0.436559,-0.0466574
PFOA,458,1,3818181818.0,0.219987,0.331773,0.00134,-0.00563772,0.00492332,0.00232879,-0.303399,0.307563
PFOA,458,1,3878787878.0,0.264023,0.262186,-0.0035757,-0.00527582,0.00663274,-0.000708256,0.0992123,0.361401
PFOA,458,1,3939393939.0,0.291682,0.198895,-0.00691952,-0.00142194,0.00566792,-0.00490377,0.273803,0.0228713
PFOA,458,1,4000000000.0,0.306613,0.139254,-0.00647272,0.00402758,0.00211317,-0.00787092,0.0377213,-0.198765
PFOA,458,1,4060606060.0,0.316857,0.0858216,-0.00177413,0.00814297,-0.00302961,-0.00873359,-0.215901,-0.0393616
PFOA,458,1,4121212121.0,0.319754,0.0498429,0.00510067,0.00713361,-0.00855248,-0.00529317,-0.0818864,0.25177
PFOA,458,1,4181818181.0,0.321958,0.0475193,0.00735879,0.00101896,-0.00832208,0.000933237,0.187343,0.100549
PFOA,458,1,4242424242.0,0.330436,0.012599,0.00388065,-0.00281264,-0.00379624,0.0036393,0.00121225,-0.0969258
PFOA,458,1,4303030303.0,0.337418,-0.0399831,0.00155178,-0.0018298,-0.0019226,0.00180997,-0.0723184,0.190852
PFOA,458,1,4363636363.0,0.337589,-0.0954685,0.0023589,-0.00282032,-0.0034,0.00197373,0.294109,0.0725106
PFOA,458,1,4424242424.0,0.328413,-0.15757,0.000280261,-0.004997,-0.00301712,0.00407697,0.169794,-0.233456
PFOA,458,1,4484848484.0,0.306702,-0.216655,-0.00320368,-0.00481076,-0.00179844,0.00547137,-0.0733268,-0.257933
PFOA,458,1,4545454545.0,0.269106,-0.27523,-0.00652035,-0.00244132,-0.000132454,0.00681962,-0.225995,-0.12175
PFOA,458,1,4606060606.0,0.195652,-0.340037,-0.00837034,0.00239659,0.0028973,0.00805681,-0.244211,0.0816859
PFOA,458,1,4666666666.0,0.0993853,-0.384312,-0.00632362,0.00954449,0.00828192,0.0080125,-0.0925571,0.241057
PFOA,458,1,4727272727.0,-0.0210502,-0.400147,0.0042294,0.0159282,0.0158817,0.00247021,0.167965,0.188668
PFOA,458,1,4787878787.0,-0.146947,-0.368135,0.021509,0.00494641,0.016286,-0.0133708,0.172787,-0.136286
PFOA,458,1,4848484848.0,-0.264946,-0.289146,0.0123199,-0.0184125,-0.000962653,-0.0211675,-0.161056,-0.106067
PFOA,458,1,4909090909.0,-0.343082,-0.189246,-0.00804045,-0.0166893,-0.0121739,-0.0123696,-0.117716,0.169219
PFOA,458,1,4969696969.0,-0.372998,-0.0895601,-0.0151862,-0.00342674,-0.0135751,-0.0046802,0.107969,0.19632
PFOA,458,1,5030303030.0,-0.374002,0.0573766,-0.011788,0.00858739,-0.0129845,0.00202617,0.233526,0.0391241
PFOA,458,1,5090909090.0,-0.307169,0.206733,-0.000680266,0.0147107,-0.0102184,0.0081318,0.185597,-0.154462
PFOA,458,1,5151515151.0,-0.196698,0.293888,0.0124649,0.00974194,-0.00461143,0.0133083,-0.0100351,-0.228297
PFOA,458,1,5212121212.0,-0.074528,0.329468,0.0136544,-0.00797386,0.0070451,0.0129465,-0.112046,-0.0615017
PFOA,458,1,5272727272.0,0.0480728,0.317008,0.00122487,-0.00754267,0.00648955,0.00322714,-0.0632498,-0.135335
PFOA,458,1,5333333333.0,0.166179,0.264044,0.00156516,-0.00922171,0.00705197,0.00605048,-0.234783,-0.0243417
PFOA,458,1,5393939393.0,0.232369,0.200482,-0.00860116,-0.013969,0.0166308,0.00277844,-0.114218,0.196792
PFOA,458,1,5454545454.0,0.268129,0.148385,-0.0213667,0.000477731,0.0173164,-0.0134852,0.116652,0.033788
PFOA,458,1,5515151515.0,0.292328,0.0892864,-0.0103794,0.016174,0.00356678,-0.0195243,-0.066527,-0.12929
PFOA,458,1,5575757575.0,0.305033,0.0183956,0.00391176,0.0158623,-0.00610797,-0.0159533,-0.219132,0.00753662
PFOA,458,1,5636363636.0,0.306685,-0.0273393,0.0111265,0.00998973,-0.0105445,-0.0117592,-0.198517,0.178664
PFOA,458,1,5696969696.0,0.301897,-0.0560196,0.0143041,0.00351007,-0.0130632,-0.00825295,-0.0875664,0.274632
PFOA,458,1,5757575757.0,0.282728,-0.105649,0.0147946,-0.00421022,-0.0153841,-0.0038241,0.0642948,0.288255
PFOA,458,1,5818181818.0,0.247021,-0.161307,0.0111332,-0.013194,-0.0175009,0.00283903,0.204676,0.197491
PFOA,458,1,5878787878.0,0.198989,-0.209291,-0.00208917,-0.0202119,-0.0169003,0.0128701,0.246956,-0.00975551
PFOA,458,1,5939393939.0,0.15596,-0.234618,-0.0207791,-0.0111143,-0.00936115,0.0240486,0.0758946,-0.145928
PFOA,458,1,6000000000.0,0.108417,-0.251987,-0.0225976,0.0105057,0.00836619,0.0264877,-0.0430845,-0.0171732
