Chemical,Concentration,Experiment Number,Frequency (Hz),S11 Real,S11 Imaginary,S21 Real,S21 Imaginary,S12 Real,S12 Imaginary,S22 Real,S22 Imaginary
PFOA,999,1,1818181818.0,-0.535081,0.540117,-0.000373938,-0.000568326,-0.000585164,0.000223318,-0.405979,0.332885
PFOA,999,1,1878787878.0,-0.391049,0.639887,-0.000641778,-0.000136015,-0.000385626,0.000412517,0.0082149,0.523714
PFOA,999,1,1939393939.0,-0.231848,0.702224,-0.000611905,0.000269777,-0.000215122,0.000579168,0.417859,0.338354
PFOA,999,1,2000000000.0,-0.0863308,0.726091,-0.000365337,0.000629302,6.23478e-06,0.000703385,0.553836,-0.107788
PFOA,999,1,2060606060.0,0.0735847,0.731582,0.000231886,0.000799402,0.000430683,0.000800947,0.254671,-0.522123
PFOA,999,1,2121212121.0,0.239168,0.710555,0.000924775,0.000711665,0.000790178,0.000570733,-0.289276,-0.49958
PFOA,999,1,2181818181.0,0.399058,0.633541,0.00121267,-0.000104377,0.00123436,0.000145821,-0.556781,-0.0488257
PFOA,999,1,2242424242.0,0.539775,0.517263,0.00100779,-0.00195331,0.00191777,-0.000944603,-0.308441,0.420395
PFOA,999,1,2303030303.0,0.648166,0.351281,-0.00114462,0.000197452,-0.00068199,-0.000633593,0.0443616,0.510024
PFOA,999,1,2363636363.0,0.69836,0.171241,-0.000258041,-0.000135133,-1.40016e-05,-0.000404701,0.498543,0.264612
PFOA,999,1,2424242424.0,0.69166,0.00760266,-0.000845121,-0.000106912,-4.23483e-06,-0.000658155,0.516666,-0.268388
PFOA,999,1,2484848484.0,0.648639,-0.1201,-0.000807993,0.000403404,-0.000320442,-0.00104349,0.0693509,-0.572184
PFOA,999,1,2545454545.0,0.593366,-0.211638,-0.000483382,0.00118339,-0.00113672,-0.0010194,-0.436639,-0.325314
PFOA,999,1,2606060606.0,0.53557,-0.277869,0.00064618,0.00135685,-0.00167058,-0.000453603,-0.428705,0.232745
PFOA,999,1,2666666666.0,0.475017,-0.346307,0.00170562,0.000455101,-0.00193699,0.000588013,0.0826343,0.403679
PFOA,999,1,2727272727.0,0.407675,-0.408037,0.00155948,-0.000943553,-0.00133379,0.00171578,0.341324,0.0224623
PFOA,999,1,2787878787.0,0.334277,-0.468166,0.000392117,-0.00168046,-0.000241652,0.00193571,0.138643,-0.270345
PFOA,999,1,2848484848.0,0.250625,-0.524271,-0.000624033,-0.00154664,0.000472617,0.00180699,-0.132276,-0.264266
PFOA,999,1,2909090909.0,0.138701,-0.574227,-0.00150244,-0.00097638,0.001067,0.00157376,-0.281804,-0.0935865
PFOA,999,1,2969696969.0,-0.000151657,-0.610735,-0.00216752,-5.45042e-05,0.00166147,0.00123081,-0.291974,0.101198
PFOA,999,1,3030303030.0,-0.160673,-0.605699,-0.00233669,0.00145082,0.00254958,0.000860867,-0.188846,0.269528
PFOA,999,1,3090909090.0,-0.324724,-0.53701,-0.00116569,0.00400184,0.0038225,-0.000429598,0.0369574,0.354185
PFOA,999,1,3151515151.0,-0.470078,-0.403741,0.0053201,0.00519738,0.00419667,-0.00542279,0.306999,0.124172
PFOA,999,1,3212121212.0,-0.555678,-0.225058,0.00352142,-0.00676451,-0.00541097,-0.00432067,0.0666249,0.0688111
PFOA,999,1,3272727272.0,-0.570694,-0.0448501,-0.00224353,-0.00225981,-0.00286924,0.000721632,0.318287,-0.0837522
PFOA,999,1,3333333333.0,-0.538708,0.107722,-0.000726688,-0.000857695,-0.0010157,-9.30014e-05,-0.0985245,-0.355351
PFOA,999,1,3393939393.0,-0.471419,0.243182,-0.00192964,-0.00123439,-0.00198384,-0.000394565,-0.242584,0.141484
PFOA,999,1,3454545454.0,-0.374761,0.353247,-0.00259539,0.000649789,-0.00228254,0.000737792,0.126728,0.23975
PFOA,999,1,3515151515.0,-0.277367,0.419693,-0.00168085,0.00226198,-0.00190188,0.00161287,0.309521,0.00922426
PFOA,999,1,3575757575.0,-0.157565,0.46611,-0.000224595,0.00305506,-0.00135089,0.00225574,0.247726,-0.247454
PFOA,999,1,3636363636.0,-0.0398528,0.468114,0.00203453,0.00284212,-0.000670908,0.00285581,0.0252742,-0.386377
PFOA,999,1,3696969696.0,0.068565,0.449086,0.00380303,0.00115802,0.000433073,0.00342382,-0.255932,-0.329582
PFOA,999,1,3757575757.0,0.156872,0.39716,0.00430017,-0.00187196,0.00207145,0.00363961,-0.435065,-0.0568563
PFOA,999,1,3818181818.0,0.221504,0.332989,0.00205246,-0.0050917,0.00436081,0.00292838,-0.312226,0.30336
PFOA,999,1,3878787878.0,0.265241,0.263,-0.00268703,-0.00563115,0.00652911,0.000199374,0.092879,0.365167
PFOA,999,1,3939393939.0,0.290682,0.200093,-0.0065661,-0.00220526,0.00599607,-0.00402676,0.27417,0.0242299
PFOA,999,1,4000000000.0,0.307295,0.139638,-0.00678184,0.00305621,0.00297397,-0.00726978,0.0355999,-0.200367
PFOA,999,1,4060606060.0,0.317618,0.0875986,-0.00278183,0.00769637,-0.00191738,-0.0086731,-0.218845,-0.0401474
PFOA,999,1,4121212121.0,0.320781,0.0507719,0.00405003,0.00741892,-0.0075747,-0.00609353,-0.0847591,0.255764
PFOA,999,1,4181818181.0,0.323079,0.0483729,0.00697279,0.00196348,-0.00815265,-9.41706e-05,0.188216,0.104959
PFOA,999,1,4242424242.0,0.331321,0.0139303,0.00413137,-0.00228057,-0.00399585,0.00295448,0.00123685,-0.0965607
PFOA,999,1,4303030303.0,0.338477,-0.0386767,0.00173676,-0.00152194,-0.00193687,0.00150911,-0.0739997,0.190337
PFOA,999,1,4363636363.0,0.337936,-0.0953911,0.00260641,-0.00244872,-0.00357373,0.00146717,0.296682,0.0764553
PFOA,999,1,4424242424.0,0.330818,-0.156017,0.00084797,-0.00473256,-0.0034119,0.00351572,0.176873,-0.232698
PFOA,999,1,4484848484.0,0.309709,-0.213867,-0.00250361,-0.00501268,-0.00242638,0.00506311,-0.0677917,-0.261011
PFOA,999,1,4545454545.0,0.272523,-0.278623,-0.00602703,-0.0032408,-0.000895236,0.00647882,-0.229157,-0.124466
PFOA,999,1,4606060606.0,0.198288,-0.341342,-0.00831649,0.00118001,0.00181476,0.00815735,-0.245826,0.0800882
PFOA,999,1,4666666666.0,0.101467,-0.387147,-0.00734072,0.00844194,0.00679669,0.00886388,-0.0973819,0.24304
PFOA,999,1,4727272727.0,-0.0185121,-0.39994,0.00198808,0.0158183,0.0151263,0.00461121,0.169796,0.190207
PFOA,999,1,4787878787.0,-0.146627,-0.370513,0.0202434,0.00765373,0.0177076,-0.0107706,0.174312,-0.140391
PFOA,999,1,4848484848.0,-0.268235,-0.294229,0.0142353,-0.0162642,0.00196511,-0.0204457,-0.164612,-0.106794
PFOA,999,1,4909090909.0,-0.345971,-0.191946,-0.00559877,-0.0170828,-0.0101173,-0.013653,-0.120475,0.172194
PFOA,999,1,4969696969.0,-0.376743,-0.0923908,-0.0142247,-0.00541141,-0.0123589,-0.00647877,0.10703,0.201535
PFOA,999,1,5030303030.0,-0.379108,0.0551261,-0.0125552,0.00659259,-0.0128735,7.6545e-05,0.234907,0.0414369
PFOA,999,1,5090909090.0,-0.311933,0.20595,-0.00276189,0.0140054,-0.0111407,0.00642834,0.188462,-0.155
PFOA,999,1,5151515151.0,-0.200784,0.29419,0.010667,0.0110929,-0.00631887,0.0122607,-0.0101389,-0.230138
PFOA,999,1,5212121212.0,-0.0744995,0.328518,0.0144,-0.00567482,0.00503274,0.0134438,-0.112908,-0.0611124
PFOA,999,1,5272727272.0,0.0495927,0.324171,0.00217525,-0.00711299,0.00566897,0.00406951,-0.0615457,-0.134079
PFOA,999,1,5333333333.0,0.16578,0.269286,0.00302865,-0.00864487,0.00579456,0.00693413,-0.234994,-0.0263423
PFOA,999,1,5393939393.0,0.233922,0.205271,-0.00607442,-0.0149679,0.0157129,0.00529927,-0.112709,0.197453
PFOA,999,1,5454545454.0,0.270378,0.151121,-0.0207386,-0.00290001,0.0187205,-0.0102478,0.119741,0.0309854
PFOA,999,1,5515151515.0,0.294685,0.0920951,-0.0126321,0.0140994,0.00636021,-0.018355,-0.0693804,-0.133701
PFOA,999,1,5575757575.0,0.308293,0.020098,0.00125606,0.0160211,-0.00335052,-0.0164674,-0.222663,0.00691913
PFOA,999,1,5636363636.0,0.309955,-0.0266416,0.00917127,0.0115977,-0.00839948,-0.0130264,-0.198207,0.179369
PFOA,999,1,5696969696.0,0.306401,-0.0550765,0.0131495,0.00598508,-0.0108355,-0.0102577,-0.0897193,0.279245
PFOA,999,1,5757575757.0,0.287457,-0.105027,0.0151805,-0.00123653,-0.0139535,-0.0066185,0.0614307,0.294593
PFOA,999,1,5818181818.0,0.250837,-0.163619,0.0132948,-0.01062,-0.0173395,-0.000799996,0.207773,0.199981
PFOA,999,1,5878787878.0,0.201019,-0.210782,0.00212155,-0.0200977,-0.0191628,0.00881013,0.251797,-0.0116921
PFOA,999,1,5939393939.0,0.159783,-0.234464,-0.018146,-0.0151033,-0.0143868,0.0215822,0.0738955,-0.151496
PFOA,999,1,6000000000.0,0.112222,-0.254665,-0.0245176,0.00583478,0.00298645,0.0277778,-0.0508351,-0.0120353
