Chemical,Concentration,Experiment Number,Frequency (Hz),S11 Real,S11 Imaginary,S21 Real,S21 Imaginary,S12 Real,S12 Imaginary,S22 Real,S22 Imaginary
PFOA,658,1,1636363636.0,-0.766831,-0.0259222,0.000551638,0.000134287,-0.000117791,-0.00061173,0.584001,-0.205608
PFOA,658,1,1696969696.0,-0.750555,0.185567,0.000455561,-0.000271459,-0.000420836,-0.000355199,-0.0211838,-0.594986
PFOA,658,1,1757575757.0,-0.662727,0.389151,0.000126257,-0.000576227,-0.00055555,-5.11849e-05,-0.527101,-0.198586
PFOA,658,1,1818181818.0,-0.529211,0.541503,-0.000315431,-0.000505532,-0.000496587,0.000229076,-0.44264,0.326085
PFOA,658,1,1878787878.0,-0.390157,0.640435,-0.000756026,-0.000251079,-0.00043834,0.000405335,-0.0356604,0.560325
PFOA,658,1,1939393939.0,-0.231935,0.696044,-0.000602091,0.000146547,-0.000278134,0.000537891,0.417761,0.422156
PFOA,658,1,2000000000.0,-0.0816471,0.727162,-0.000423166,0.00069446,-0.00019481,0.000771392,0.643518,-0.0299977
PFOA,658,1,2060606060.0,0.0770417,0.734022,8.93055e-05,0.000805516,0.000222298,0.00081896,0.397609,-0.558497
PFOA,658,1,2121212121.0,0.232535,0.701337,0.000779384,0.000755713,0.000830128,0.000858023,-0.244345,-0.659177
PFOA,658,1,2181818181.0,0.393122,0.633851,0.001397,-0.000141597,0.00145815,0.000324776,-0.654579,-0.155944
PFOA,658,1,2242424242.0,0.5403,0.51284,0.00108972,-0.00200093,0.00203793,-0.000992594,-0.416166,0.438917
PFOA,658,1,2303030303.0,0.64871,0.351807,-0.00116779,0.000379012,-0.000830283,-0.000546436,-0.00983659,0.583448
PFOA,658,1,2363636363.0,0.699806,0.170953,-0.000159094,-0.000261651,0.000114939,-0.0004081,0.519102,0.314784
PFOA,658,1,2424242424.0,0.691522,0.00539445,-0.000761291,-0.000166847,5.13835e-05,-0.00065835,0.537269,-0.262173
PFOA,658,1,2484848484.0,0.648443,-0.123056,-0.000766553,0.000428502,-0.000354759,-0.000996227,0.0675803,-0.573248
PFOA,658,1,2545454545.0,0.592178,-0.212503,-0.000429181,0.00115368,-0.000927816,-0.00101086,-0.442259,-0.328591
PFOA,658,1,2606060606.0,0.535566,-0.279806,0.000612325,0.00146384,-0.00167922,-0.000518989,-0.468961,0.266269
PFOA,658,1,2666666666.0,0.46986,-0.348122,0.00181275,0.000528279,-0.0020393,0.000634235,0.131847,0.508816
PFOA,658,1,2727272727.0,0.401592,-0.409785,0.00155333,-0.000982356,-0.00133323,0.00177281,0.493175,-0.00486957
PFOA,658,1,2787878787.0,0.331718,-0.469226,0.000343571,-0.00169406,-0.000169428,0.00208037,0.175047,-0.405619
PFOA,658,1,2848484848.0,0.245749,-0.523735,-0.000760061,-0.00161625,0.000520779,0.00189733,-0.196884,-0.352788
PFOA,658,1,2909090909.0,0.141546,-0.577185,-0.0016427,-0.000964344,0.00113353,0.00157217,-0.371678,-0.107905
PFOA,658,1,2969696969.0,-0.000270968,-0.607373,-0.00221982,5.33934e-05,0.00175867,0.00129514,-0.357678,0.135733
PFOA,658,1,3030303030.0,-0.157443,-0.601594,-0.00235338,0.00174022,0.00267091,0.000685835,-0.212779,0.324747
PFOA,658,1,3090909090.0,-0.325689,-0.537364,-0.000898414,0.00409936,0.00390598,-0.000761236,0.0461627,0.396706
PFOA,658,1,3151515151.0,-0.471154,-0.403733,0.00567779,0.00498191,0.00392106,-0.00571403,0.320866,0.140407
PFOA,658,1,3212121212.0,-0.557317,-0.2239,0.0030854,-0.00715029,-0.00575527,-0.00401942,0.0870698,0.10226
PFOA,658,1,3272727272.0,-0.569692,-0.0438578,-0.00239071,-0.00209447,-0.0027877,0.000944609,0.349753,-0.0986686
PFOA,658,1,3333333333.0,-0.537276,0.108542,-0.000855052,-0.000788902,-0.00108109,-2.73987e-05,-0.0964926,-0.353412
PFOA,658,1,3393939393.0,-0.471163,0.24496,-0.00197816,-0.00115874,-0.00201188,-0.000214226,-0.226193,0.154871
PFOA,658,1,3454545454.0,-0.37289,0.354334,-0.00265429,0.000698168,-0.00228842,0.000974901,0.171602,0.227561
PFOA,658,1,3515151515.0,-0.279413,0.418658,-0.00169401,0.00253108,-0.00186516,0.00182529,0.337628,-0.0465322
PFOA,658,1,3575757575.0,-0.161326,0.464024,0.000210866,0.00322109,-0.00123176,0.00240948,0.224612,-0.318522
PFOA,658,1,3636363636.0,-0.0386868,0.473603,0.00237057,0.00269599,-0.000352094,0.00303719,-0.0473817,-0.420195
PFOA,658,1,3696969696.0,0.0643471,0.446504,0.00399004,0.000900253,0.000831497,0.00344241,-0.335024,-0.307234
PFOA,658,1,3757575757.0,0.155979,0.39433,0.00415327,-0.00242803,0.00245158,0.00339318,-0.466236,0.0187235
PFOA,658,1,3818181818.0,0.220628,0.332324,0.00143814,-0.00524953,0.00452231,0.00244117,-0.271674,0.359949
PFOA,658,1,3878787878.0,0.264153,0.266561,-0.00307031,-0.00516904,0.00609761,-0.000333038,0.140961,0.358356
PFOA,658,1,3939393939.0,0.288495,0.201464,-0.00628782,-0.00181914,0.00576796,-0.00407089,0.28205,0.0121321
PFOA,658,1,4000000000.0,0.307391,0.141557,-0.00650264,0.00324224,0.0028796,-0.00728879,0.0391773,-0.197843
PFOA,658,1,4060606060.0,0.316827,0.0880092,-0.00249822,0.00782701,-0.00236109,-0.00869074,-0.210641,-0.0265918
PFOA,658,1,4121212121.0,0.320401,0.0501062,0.00473173,0.0070987,-0.0081857,-0.00547945,-0.0386299,0.254572
PFOA,658,1,4181818181.0,0.322345,0.0480984,0.00679952,0.00141148,-0.00781642,0.000517786,0.197646,0.067142
PFOA,658,1,4242424242.0,0.330993,0.0154112,0.00394354,-0.00235822,-0.00389334,0.00299577,-0.00153037,-0.105786
PFOA,658,1,4303030303.0,0.338148,-0.0379034,0.00166724,-0.00167753,-0.00190272,0.00154761,-0.0597001,0.181102
PFOA,658,1,4363636363.0,0.339375,-0.0938686,0.00253825,-0.00257313,-0.00340928,0.00170209,0.284191,0.0313702
PFOA,658,1,4424242424.0,0.33142,-0.155663,0.000679686,-0.00458778,-0.00312308,0.00363891,0.134415,-0.240579
PFOA,658,1,4484848484.0,0.310268,-0.214605,-0.00263214,-0.00488227,-0.00210817,0.00499828,-0.0923566,-0.241436
PFOA,658,1,4545454545.0,0.273164,-0.276759,-0.0057972,-0.0030107,-0.000645988,0.0062731,-0.233431,-0.10264
PFOA,658,1,4606060606.0,0.201573,-0.337532,-0.00807064,0.00135169,0.00190763,0.00792071,-0.24042,0.0950338
PFOA,658,1,4666666666.0,0.0989946,-0.38486,-0.00700405,0.00825316,0.00685253,0.00833599,-0.0893785,0.244856
PFOA,658,1,4727272727.0,-0.0176575,-0.401599,0.00209241,0.0155751,0.0149076,0.00428716,0.171033,0.191266
PFOA,658,1,4787878787.0,-0.148052,-0.372132,0.0201531,0.00721672,0.0173315,-0.0109966,0.17475,-0.134705
PFOA,658,1,4848484848.0,-0.268741,-0.294948,0.0137076,-0.0163903,0.00120774,-0.0202335,-0.157049,-0.0968288
PFOA,658,1,4909090909.0,-0.347435,-0.191295,-0.00586396,-0.0164915,-0.0104317,-0.0131085,-0.104823,0.171616
PFOA,658,1,4969696969.0,-0.376884,-0.092179,-0.0139403,-0.00497738,-0.0123605,-0.00594294,0.114233,0.18889
PFOA,658,1,5030303030.0,-0.3796,0.0570266,-0.0120539,0.00659414,-0.0125358,0.000521145,0.231134,0.0292884
PFOA,658,1,5090909090.0,-0.312673,0.205459,-0.00246905,0.0136695,-0.0105776,0.00662904,0.178969,-0.159702
PFOA,658,1,5151515151.0,-0.197404,0.293812,0.0105868,0.0107355,-0.00593371,0.0123178,-0.01632,-0.228688
PFOA,658,1,5212121212.0,-0.0753707,0.329313,0.0140459,-0.00567175,0.00517237,0.0130872,-0.114356,-0.0574023
PFOA,658,1,5272727272.0,0.0434397,0.321488,0.00222197,-0.00692324,0.00575414,0.00392786,-0.0669645,-0.131423
PFOA,658,1,5333333333.0,0.164911,0.27083,0.002907,-0.00854057,0.0060284,0.00677795,-0.232167,-0.0154808
PFOA,658,1,5393939393.0,0.236477,0.203958,-0.00640258,-0.0145814,0.0156305,0.00442339,-0.102232,0.197486
PFOA,658,1,5454545454.0,0.271803,0.148923,-0.0203339,-0.00254866,0.0180191,-0.0106551,0.121558,0.0272441
PFOA,658,1,5515151515.0,0.295519,0.0907979,-0.0123628,0.014096,0.00567292,-0.018135,-0.068074,-0.133534
PFOA,658,1,5575757575.0,0.308553,0.0183918,0.00140743,0.015869,-0.0041139,-0.0160909,-0.219891,0.00611163
PFOA,658,1,5636363636.0,0.310495,-0.0268497,0.00915053,0.0112843,-0.00876717,-0.0126313,-0.196339,0.176541
PFOA,658,1,5696969696.0,0.305775,-0.0550742,0.0131954,0.00558134,-0.0111768,-0.00977106,-0.0898973,0.275582
PFOA,658,1,5757575757.0,0.286856,-0.105774,0.0149151,-0.00158112,-0.0141744,-0.00585672,0.0638397,0.285306
PFOA,658,1,5818181818.0,0.250132,-0.163679,0.012753,-0.0109665,-0.0172572,0.000230611,0.205403,0.18831
PFOA,658,1,5878787878.0,0.202174,-0.211587,0.00115002,-0.0197832,-0.0181942,0.00987741,0.238192,-0.0202739
PFOA,658,1,5939393939.0,0.157139,-0.236259,-0.0183716,-0.0137531,-0.0124415,0.0218615,0.0566987,-0.142408
PFOA,658,1,6000000000.0,0.108654,-0.254409,-0.0230277,0.00636375,0.00407237,0.0265816,-0.049268,0.00268946
