Chemical,Concentration,Experiment Number,Frequency (Hz),S11 Real,S11 Imaginary,S21 Real,S21 Imaginary,S12 Real,S12 Imaginary,S22 Real,S22 Imaginary
PFOA,458,1,4181818181.0,0.322841,0.0485694,0.00701127,0.00189678,-0.00816369,-5.44786e-05,0.188614,0.103442
PFOA,458,1,4242424242.0,0.331343,0.0138135,0.00413848,-0.00233047,-0.00404621,0.00298761,0.00142303,-0.0965987
PFOA,458,1,4303030303.0,0.338262,-0.0393264,0.00170205,-0.00153238,-0.00198336,0.00143388,-0.074141,0.190172
PFOA,458,1,4363636363.0,0.340086,-0.0952357,0.00268154,-0.0023657,-0.00353017,0.00154576,0.295494,0.0763828
PFOA,458,1,4424242424.0,0.329998,-0.156952,0.000896538,-0.00477081,-0.00340831,0.00349858,0.175027,-0.232617
PFOA,458,1,4484848484.0,0.309425,-0.215262,-0.00249081,-0.00510387,-0.0024172,0.00501085,-0.0696518,-0.259127
PFOA,458,1,4545454545.0,0.273271,-0.274509,-0.00591245,-0.00323085,-0.00104883,0.00656809,-0.226239,-0.124495
PFOA,458,1,4606060606.0,0.200356,-0.340716,-0.0083563,0.00123638,0.00183245,0.0081582,-0.244906,0.0805632
PFOA,458,1,4666666666.0,0.105522,-0.382365,-0.00744973,0.0083381,0.00705561,0.00883349,-0.0918166,0.242968
PFOA,458,1,4727272727.0,-0.0197152,-0.398709,0.00200639,0.0158149,0.0150835,0.00466983,0.169192,0.189873
PFOA,458,1,4787878787.0,-0.150386,-0.370885,0.0203037,0.00750143,0.0178788,-0.0107343,0.175751,-0.139365
PFOA,458,1,4848484848.0,-0.266545,-0.297051,0.0143279,-0.0164838,0.00160438,-0.0206029,-0.16569,-0.1068
PFOA,458,1,4909090909.0,-0.34471,-0.190939,-0.00543309,-0.0170322,-0.0101469,-0.0136862,-0.119383,0.172798
PFOA,458,1,4969696969.0,-0.376199,-0.0926873,-0.0142042,-0.00541761,-0.0125466,-0.00646918,0.109765,0.199601
PFOA,458,1,5030303030.0,-0.379459,0.0554971,-0.0126116,0.00654731,-0.0128896,1.28493e-05,0.234958,0.0403755
PFOA,458,1,5090909090.0,-0.313757,0.20628,-0.00278343,0.0140383,-0.0109843,0.00646853,0.185881,-0.155575
PFOA,458,1,5151515151.0,-0.199373,0.292401,0.0106883,0.0110581,-0.00633501,0.0125063,-0.0100629,-0.232805
PFOA,458,1,5212121212.0,-0.0786649,0.328378,0.0144189,-0.0057453,0.00477604,0.0135984,-0.112395,-0.060894
PFOA,458,1,5272727272.0,0.0456179,0.318861,0.00229671,-0.00707192,0.00580115,0.00409501,-0.0611038,-0.134467
PFOA,458,1,5333333333.0,0.167752,0.267578,0.00289484,-0.00870563,0.00593929,0.00689039,-0.234741,-0.0254975
PFOA,458,1,5393939393.0,0.233161,0.203186,-0.00602156,-0.01501,0.0157248,0.00530253,-0.11271,0.198661
PFOA,458,1,5454545454.0,0.270084,0.148964,-0.0208183,-0.00274667,0.0188191,-0.0104074,0.119388,0.030621
PFOA,458,1,5515151515.0,0.295292,0.0921667,-0.0124105,0.0142603,0.00641872,-0.0182511,-0.0700027,-0.13301
PFOA,458,1,5575757575.0,0.307994,0.0200343,0.00120548,0.0160621,-0.00350869,-0.0164166,-0.22246,0.00780101
PFOA,458,1,5636363636.0,0.310186,-0.0267224,0.00900305,0.0114994,-0.00834979,-0.0131112,-0.199762,0.181183
PFOA,458,1,5696969696.0,0.305672,-0.0553542,0.0132252,0.00592679,-0.0109079,-0.0101994,-0.0898196,0.279671
PFOA,458,1,5757575757.0,0.286864,-0.106067,0.0152305,-0.00140034,-0.0140418,-0.00661989,0.0647125,0.292682
PFOA,458,1,5818181818.0,0.252122,-0.163786,0.0133173,-0.0107261,-0.0173561,-0.00101295,0.20983,0.200133
PFOA,458,1,5878787878.0,0.203138,-0.213014,0.0021854,-0.0202818,-0.0191317,0.00899129,0.250839,-0.0127513
PFOA,458,1,5939393939.0,0.157119,-0.237824,-0.0183228,-0.0153135,-0.0139843,0.0215291,0.0707415,-0.151097
PFOA,458,1,6000000000.0,0.11048,-0.256622,-0.0244751,0.00589931,0.0031777,0.0278976,-0.05025,-0.0114983
