Chemical,Concentration,Experiment Number,Frequency (Hz),S11 Real,S11 Imaginary,S21 Real,S21 Imaginary,S12 Real,S12 Imaginary,S22 Real,S22 Imaginary
PFOA,458,1,0.0,-0.329651,-0.362308,-0.00625921,0.170212,-0.320558,-0.362083,-0.00769302,0.165004
PFOA,458,1,60606060.0,-0.661005,0.0855337,3.32683e-05,2.45648e-05,-1.46539e-05,1.0928e-05,0.488421,-0.438273
PFOA,458,1,121212121.0,-0.642662,0.214167,9.88325e-06,-3.63635e-05,-5.69894e-05,2.75384e-05,-0.104487,-0.698444
PFOA,458,1,181818181.0,-0.609636,0.343097,3.47543e-06,-7.6474e-05,9.8721e-05,-3.61592e-05,-0.703879,-0.276829
PFOA,458,1,242424242.0,-0.548239,0.471057,-1.67043e-05,8.26399e-05,6.45005e-05,-2.43628e-05,-0.57463,0.486354
PFOA,458,1,303030303.0,-0.450702,0.603331,1.18559e-05,2.09582e-05,6.70919e-07,-1.35007e-05,0.120395,0.694303
PFOA,458,1,363636363.0,-0.305348,0.70664,-2.41624e-05,-7.54747e-05,2.83172e-06,-5.43993e-05,0.597707,0.271057
PFOA,458,1,424242424.0,-0.132004,0.782394,3.19474e-05,-0.000105279,-0.000140393,-7.22792e-05,0.473854,-0.367787
PFOA,458,1,484848484.0,0.0520542,0.799867,2.01885e-05,7.65749e-05,0.000102929,9.745e-05,0.325915,-0.529839
PFOA,458,1,545454545.0,0.236933,0.76781,7.62058e-05,0.000163319,4.71508e-05,-7.3765e-06,-0.269503,-0.595806
PFOA,458,1,606060606.0,0.402637,0.693562,5.74178e-05,5.03224e-05,3.29372e-05,-2.91966e-05,-0.647808,-0.173491
PFOA,458,1,666666666.0,0.54077,0.589584,4.71172e-05,-5.84843e-05,3.30253e-05,-2.66532e-05,-0.552824,0.401034
PFOA,458,1,727272727.0,0.673133,0.446411,3.9677e-05,-2.26695e-05,6.14438e-05,-1.19359e-05,-0.0139779,0.697337
PFOA,458,1,787878787.0,0.766026,0.289642,2.33822e-05,-8.02032e-05,-6.41165e-05,-0.000112682,0.58326,0.431506
PFOA,458,1,848484848.0,0.822044,0.116825,-0.000223352,1.93546e-05,-3.66349e-05,-6.74162e-05,0.695868,-0.304627
PFOA,458,1,909090909.0,0.834984,-0.0829836,-0.000167496,7.01911e-05,-9.96225e-05,-0.000103829,-0.05568,-0.757209
PFOA,458,1,969696969.0,0.78715,-0.294192,-6.54131e-05,0.000148351,-0.000101575,5.78449e-05,-0.675296,-0.163275
PFOA,458,1,1030303030.0,0.671939,-0.493261,0.000167229,9.28331e-05,-2.50835e-05,0.000161924,-0.384644,0.493578
PFOA,458,1,1090909090.0,0.495149,-0.642781,0.00015367,-7.54298e-05,2.87011e-06,0.000122417,0.177435,0.560244
PFOA,458,1,1151515151.0,0.307971,-0.726211,-9.91364e-06,-0.00016399,8.74668e-05,8.35382e-05,0.541361,0.233242
PFOA,458,1,1212121212.0,0.113151,-0.745869,-4.78099e-05,1.27225e-05,0.000123341,-0.000103044,0.551518,-0.242767
PFOA,458,1,1272727272.0,-0.0649346,-0.730236,-4.78228e-05,-3.0957e-05,0.000106617,-8.96736e-05,0.208799,-0.583789
PFOA,458,1,1333333333.0,-0.232462,-0.680058,0.000146347,9.86719e-05,-0.000329531,-6.1961e-05,-0.279924,-0.550181
PFOA,458,1,1393939393.0,-0.378029,-0.613287,-0.000381687,-0.00023169,0.000489568,0.00026484,-0.568617,-0.231061
PFOA,458,1,1454545454.0,-0.512473,-0.511953,-0.000349726,0.000149072,0.00026239,-0.00014074,-0.545886,0.268506
PFOA,458,1,1515151515.0,-0.627736,-0.38262,-0.000141553,0.000271284,0.000297175,-0.000199312,-0.133391,0.597211
PFOA,458,1,1575757575.0,-0.722136,-0.213193,0.000146818,0.000459361,0.000171016,-0.000409997,0.431092,0.435557
PFOA,458,1,1636363636.0,-0.765142,-0.0263096,0.00045833,0.000244006,-0.000107229,-0.00048519,0.582437,-0.21066
PFOA,458,1,1696969696.0,-0.749522,0.183202,0.000548338,-0.000262211,-0.000456147,-0.000430554,-0.020907,-0.595371
PFOA,458,1,1757575757.0,-0.659343,0.386541,6.05822e-05,-0.000623218,-0.000597669,-2.44585e-05,-0.515879,-0.182579
PFOA,458,1,1818181818.0,-0.53426,0.538556,-0.00049325,-0.000578438,-0.000541388,0.000217306,-0.402266,0.329532
PFOA,458,1,1878787878.0,-0.393551,0.63722,-0.000749988,-9.44654e-05,-0.000437789,0.000496402,0.00907466,0.517867
