Chemical,Concentration,Experiment Number,Frequency (Hz),S11 Real,S11 Imaginary,S21 Real,S21 Imaginary,S12 Real,S12 Imaginary,S22 Real,S22 Imaginary
PFOA,453,1,848484848.0,0.823313,0.122038,-0.000140133,-7.08773e-05,-2.68339e-05,-9.6886e-05,0.701475,-0.295763
PFOA,453,1,909090909.0,0.837796,-0.0776359,-0.000100823,4.25775e-05,-8.92823e-05,-4.64107e-05,-0.0275564,-0.758212
PFOA,453,1,969696969.0,0.79253,-0.289196,-7.65547e-05,0.000119398,-0.000160688,0.000141273,-0.667006,-0.208008
PFOA,453,1,1030303030.0,0.67727,-0.494526,7.519e-05,1.59691e-05,-8.22993e-05,0.000101729,-0.432563,0.455274
PFOA,453,1,1090909090.0,0.503374,-0.646745,4.65814e-05,-1.91489e-06,-7.59485e-07,2.00349e-05,0.1161,0.582821
PFOA,453,1,1151515151.0,0.308047,-0.728723,9.90635e-05,2.58759e-05,7.89476e-05,6.75306e-05,0.50808,0.297627
PFOA,453,1,1212121212.0,0.117979,-0.760813,-1.0469e-05,-7.52383e-05,1.0671e-05,3.1068e-05,0.578105,-0.165495
PFOA,453,1,1272727272.0,-0.0693437,-0.736696,7.42933e-06,-9.49693e-06,-4.94056e-06,2.70964e-05,0.289953,-0.549521
PFOA,453,1,1333333333.0,-0.231877,-0.691202,0.000209494,4.48485e-05,-0.000357761,2.58734e-05,-0.207539,-0.590465
PFOA,453,1,1393939393.0,-0.380639,-0.619358,-0.000329039,-0.00026646,0.000624314,0.00025197,-0.540334,-0.310386
PFOA,453,1,1454545454.0,-0.513036,-0.515961,-0.000312535,3.51995e-05,0.000391329,-1.04659e-06,-0.582766,0.211315
PFOA,453,1,1515151515.0,-0.635333,-0.386181,-0.000189412,0.000328527,0.000286056,-0.000173907,-0.189475,0.588794
PFOA,453,1,1575757575.0,-0.727507,-0.215824,0.000156955,0.000552431,0.000184947,-0.00041699,0.41134,0.465172
PFOA,453,1,1636363636.0,-0.772807,-0.0271924,0.000563656,0.000230954,-4.55105e-05,-0.000531992,0.591125,-0.199989
PFOA,453,1,1696969696.0,-0.756796,0.18293,0.000571315,-0.00031631,-0.000401905,-0.000415716,-0.00721341,-0.603728
PFOA,453,1,1757575757.0,-0.666986,0.395039,0.000118386,-0.000524605,-0.000554089,-9.63375e-05,-0.528425,-0.213873
PFOA,453,1,1818181818.0,-0.532864,0.544578,-0.000360782,-0.000554771,-0.0005444,0.000143864,-0.462428,0.309506
PFOA,453,1,1878787878.0,-0.394007,0.644971,-0.000527252,-0.00028832,-0.000429367,0.000287842,-0.0716136,0.563794
PFOA,453,1,1939393939.0,-0.235457,0.702188,-0.000628307,0.000101912,-0.000345722,0.000551678,0.382878,0.461573
PFOA,453,1,2000000000.0,-0.0902882,0.733526,-0.000539809,0.000725747,-0.000151782,0.000855047,0.651323,0.0359966
PFOA,453,1,2060606060.0,0.0697489,0.733198,-3.42479e-06,0.000774525,0.000122936,0.000856891,0.469414,-0.525976
PFOA,453,1,2121212121.0,0.231815,0.705044,0.000729373,0.000805658,0.000750276,0.000910574,-0.175074,-0.708093
PFOA,453,1,2181818181.0,0.396522,0.642617,0.00154642,1.67166e-05,0.0015156,0.000419687,-0.661009,-0.229698
PFOA,453,1,2242424242.0,0.538298,0.519334,0.00119492,-0.00210208,0.00213228,-0.00107589,-0.464664,0.416222
PFOA,453,1,2303030303.0,0.649291,0.360579,-0.00116982,0.000236722,-0.00100624,-0.000541446,-0.0536176,0.597845
PFOA,453,1,2363636363.0,0.70306,0.175778,-0.000263437,-0.00024705,5.36775e-05,-0.000398349,0.511185,0.34919
PFOA,453,1,2424242424.0,0.696335,0.00828417,-0.00086775,-0.000160835,6.36626e-06,-0.000668667,0.554078,-0.244074
PFOA,453,1,2484848484.0,0.653505,-0.122706,-0.00086201,0.000271393,-0.00037744,-0.000981203,0.082563,-0.576965
PFOA,453,1,2545454545.0,0.596476,-0.214402,-0.00050982,0.0010474,-0.00102007,-0.000955587,-0.437159,-0.345357
PFOA,453,1,2606060606.0,0.539375,-0.282111,0.000550937,0.00161312,-0.00162157,-0.000522555,-0.490657,0.253512
PFOA,453,1,2666666666.0,0.475855,-0.348896,0.0018156,0.000660234,-0.0020271,0.000507439,0.105989,0.553769
PFOA,453,1,2727272727.0,0.405383,-0.411516,0.00159224,-0.00095082,-0.00146358,0.00183519,0.536207,0.0325428
PFOA,453,1,2787878787.0,0.331367,-0.467708,0.000456295,-0.00177465,-0.000285974,0.00202704,0.222608,-0.426528
PFOA,453,1,2848484848.0,0.247912,-0.525833,-0.000717538,-0.00160979,0.000600112,0.00184202,-0.192264,-0.387809
PFOA,453,1,2909090909.0,0.143762,-0.576623,-0.00160281,-0.00101563,0.00119112,0.00157884,-0.386431,-0.132098
PFOA,453,1,2969696969.0,0.00834106,-0.615914,-0.00223918,-1.499e-05,0.00181202,0.00128804,-0.378029,0.1254
PFOA,453,1,3030303030.0,-0.149924,-0.607445,-0.00238714,0.00163598,0.00259438,0.000721604,-0.235683,0.326269
PFOA,453,1,3090909090.0,-0.315968,-0.545484,-0.00112155,0.00412254,0.00388602,-0.000593643,0.0325459,0.409167
PFOA,453,1,3151515151.0,-0.467595,-0.41925,0.00553594,0.00518487,0.00409964,-0.00565443,0.319582,0.152971
PFOA,453,1,3212121212.0,-0.557529,-0.233772,0.0034648,-0.00706555,-0.00571777,-0.00417578,0.0842847,0.117693
PFOA,453,1,3272727272.0,-0.574884,-0.0523627,-0.00224666,-0.00220794,-0.00279603,0.000867199,0.363792,-0.0872955
PFOA,453,1,3333333333.0,-0.544897,0.102054,-0.000764532,-0.000786121,-0.000974606,-4.98162e-05,-0.0851033,-0.362488
PFOA,453,1,3393939393.0,-0.475524,0.239714,-0.00202499,-0.00127199,-0.00207681,-0.000344107,-0.232297,0.15304
PFOA,453,1,3454545454.0,-0.382862,0.349572,-0.00273397,0.000692054,-0.00248415,0.000829061,0.17372,0.241817
PFOA,453,1,3515151515.0,-0.282793,0.419323,-0.00184286,0.00247135,-0.00206802,0.00174578,0.354813,-0.0416787
PFOA,453,1,3575757575.0,-0.164974,0.465353,0.000106369,0.0032499,-0.00122143,0.00251146,0.244457,-0.326381
PFOA,453,1,3636363636.0,-0.0457848,0.481288,0.00223756,0.00289018,-0.000361669,0.00309865,-0.0403169,-0.451825
PFOA,453,1,3696969696.0,0.0627944,0.447645,0.00410359,0.00102412,0.000808274,0.00340733,-0.343124,-0.329625
PFOA,453,1,3757575757.0,0.153691,0.402453,0.00417343,-0.00236372,0.00242623,0.00347846,-0.490164,0.0092611
PFOA,453,1,3818181818.0,0.219414,0.337673,0.00153866,-0.00515394,0.0045908,0.00255456,-0.29051,0.370981
PFOA,453,1,3878787878.0,0.25941,0.271132,-0.00286923,-0.00525001,0.00618602,-0.000190608,0.138784,0.378298
PFOA,453,1,3939393939.0,0.287529,0.209269,-0.00625843,-0.00200014,0.0057816,-0.00397542,0.289094,0.0188799
PFOA,453,1,4000000000.0,0.305524,0.148838,-0.00667052,0.00309807,0.00304213,-0.00720084,0.0432082,-0.19958
PFOA,453,1,4060606060.0,0.31688,0.093809,-0.00269315,0.0078335,-0.00209502,-0.00885991,-0.212719,-0.0253713
PFOA,453,1,4121212121.0,0.321432,0.052355,0.00469345,0.00728146,-0.00824834,-0.00544326,-0.0335521,0.262873
PFOA,453,1,4181818181.0,0.323161,0.0500157,0.00675993,0.00139661,-0.00784182,0.000617419,0.208481,0.0619231
PFOA,453,1,4242424242.0,0.3312,0.0226769,0.00397387,-0.00221323,-0.0039105,0.00282542,0.00147399,-0.109383
PFOA,453,1,4303030303.0,0.339647,-0.0311674,0.00168706,-0.00155878,-0.00187605,0.00143307,-0.0616024,0.180943
PFOA,453,1,4363636363.0,0.342016,-0.0882034,0.00255801,-0.00243879,-0.00348578,0.00164049,0.289932,0.0309622
PFOA,453,1,4424242424.0,0.333747,-0.151138,0.00078771,-0.00461417,-0.00317332,0.00360333,0.13678,-0.247227
PFOA,453,1,4484848484.0,0.313303,-0.211437,-0.00242145,-0.00483231,-0.00216854,0.00494504,-0.0932738,-0.247819
PFOA,453,1,4545454545.0,0.280202,-0.271698,-0.00556316,-0.00319334,-0.000762335,0.00634309,-0.236377,-0.108145
PFOA,453,1,4606060606.0,0.209729,-0.335267,-0.00804347,0.00101565,0.00176976,0.00776969,-0.244972,0.0901599
PFOA,453,1,4666666666.0,0.117478,-0.391443,-0.00756679,0.00790841,0.00666654,0.00856512,-0.0943745,0.248082
PFOA,453,1,4727272727.0,-0.0136062,-0.402502,0.00134853,0.0153755,0.0146651,0.00462493,0.167043,0.199889
PFOA,453,1,4787878787.0,-0.144097,-0.377332,0.0196162,0.00822517,0.0176058,-0.0104166,0.18177,-0.128759
PFOA,453,1,4848484848.0,-0.263016,-0.30472,0.0145792,-0.0156719,0.00158594,-0.0204281,-0.155289,-0.102632
PFOA,453,1,4909090909.0,-0.348169,-0.200172,-0.00512484,-0.016712,-0.0099658,-0.0132174,-0.11032,0.167789
PFOA,453,1,4969696969.0,-0.379544,-0.099954,-0.0134593,-0.0057455,-0.0121959,-0.00605361,0.10959,0.191422
PFOA,453,1,5030303030.0,-0.385183,0.0509227,-0.0124103,0.00588787,-0.0125249,0.000283804,0.230401,0.0368078
PFOA,453,1,5090909090.0,-0.321626,0.203138,-0.00329722,0.0133824,-0.0105157,0.00633451,0.183331,-0.151792
PFOA,453,1,5151515151.0,-0.207922,0.295097,0.0096125,0.0114119,-0.00613475,0.0120058,-0.00869881,-0.228152
PFOA,453,1,5212121212.0,-0.0874643,0.330748,0.0141786,-0.00471749,0.0047108,0.0132319,-0.110455,-0.0607697
PFOA,453,1,5272727272.0,0.0359696,0.328502,0.00253648,-0.00655221,0.0054584,0.00413852,-0.0584629,-0.133048
PFOA,453,1,5333333333.0,0.158751,0.276534,0.00320305,-0.00823137,0.00558518,0.00688387,-0.227887,-0.0242602
PFOA,453,1,5393939393.0,0.238137,0.206218,-0.00560867,-0.0144596,0.0152598,0.00483804,-0.1062,0.192507
PFOA,453,1,5454545454.0,0.274169,0.148886,-0.019837,-0.00346932,0.0179682,-0.0104811,0.119956,0.0275491
PFOA,453,1,5515151515.0,0.298013,0.0915419,-0.0128184,0.0130419,0.00621027,-0.0178893,-0.063316,-0.139357
PFOA,453,1,5575757575.0,0.310843,0.020332,0.000216492,0.0154584,-0.00364623,-0.0159844,-0.22258,-0.00557398
PFOA,453,1,5636363636.0,0.312949,-0.0227027,0.00812355,0.0117592,-0.0082819,-0.012584,-0.211443,0.164439
PFOA,453,1,5696969696.0,0.309679,-0.0499943,0.0123053,0.00662872,-0.0106498,-0.00991816,-0.107523,0.270247
PFOA,453,1,5757575757.0,0.292375,-0.100927,0.014554,-0.000250051,-0.0137663,-0.00623458,0.0434385,0.291868
PFOA,453,1,5818181818.0,0.257181,-0.1591,0.0134271,-0.00939703,-0.0168074,-0.000588626,0.187929,0.20669
PFOA,453,1,5878787878.0,0.210064,-0.210174,0.00309497,-0.0192086,-0.0179734,0.00881839,0.238949,0.00224432
PFOA,453,1,5939393939.0,0.167369,-0.234554,-0.0163391,-0.0151526,-0.0131673,0.0204305,0.0725163,-0.133917
PFOA,453,1,6000000000.0,0.113065,-0.256339,-0.023052,0.0037274,0.00250862,0.0258708,-0.044065,-0.00330395
