Frequency (Hz),S12 Real,S12 Imaginary
103810381,0.544609,0.442105
104410441,0.551342,0.434212
105010501,0.557825,0.426278
105610561,0.564312,0.418298
106210621,0.570573,0.410297
106810681,0.576843,0.401836
107410741,0.58287,0.393638
108010801,0.588847,0.385169
108610861,0.594643,0.376657
109210921,0.600498,0.367831
109810981,0.606062,0.359015
110411041,0.611444,0.350383
111011101,0.616841,0.341412
111611161,0.622113,0.332349
112211221,0.627289,0.323049
112811281,0.632087,0.314047
113411341,0.636888,0.304754
114011401,0.641479,0.29565
114611461,0.646066,0.286137
115211521,0.650423,0.276729
115811581,0.654737,0.267211
116411641,0.658791,0.25761
117011701,0.662882,0.247582
117611761,0.666694,0.237854
118211821,0.67043,0.227957
118811881,0.673912,0.218088
119411941,0.67738,0.207947
120012001,0.680502,0.198036
120612061,0.683565,0.187882
121212121,0.686533,0.17751
121812181,0.68922,0.167446
122412241,0.691808,0.157265
123012301,0.694177,0.146874
123612361,0.696156,0.136703
124212421,0.698505,0.126213
124812481,0.700495,0.115715
125412541,0.702214,0.105512
126012601,0.703966,0.0948569
126612661,0.705452,0.0840661
127212721,0.706778,0.0737543
127812781,0.707849,0.0631365
128412841,0.708966,0.0524754
129012901,0.709658,0.0421331
129612961,0.710264,0.0313397
130213021,0.710855,0.0203978
130813081,0.711064,0.0101107
131413141,0.711346,-0.00096822
132013201,0.711259,-0.0114405
132613261,0.711089,-0.0223416
133213321,0.710803,-0.0325645
133813381,0.710318,-0.0435019
134413441,0.709576,-0.0539396
135013501,0.708754,-0.0646931
135613561,0.707832,-0.0755301
136213621,0.706621,-0.0856924
136813681,0.705286,-0.0963123
137413741,0.703894,-0.107012
138013801,0.702219,-0.117195
138613861,0.700437,-0.127929
139213921,0.698438,-0.138331
139813981,0.696366,-0.148597
140414041,0.694087,-0.15897
141014101,0.691608,-0.169515
141614161,0.688881,-0.180125
142214221,0.686198,-0.190317
142814281,0.683228,-0.200699
143414341,0.680196,-0.210803
144014401,0.676882,-0.221012
144614461,0.673571,-0.231318
145214521,0.670096,-0.24099
145814581,0.666327,-0.251144
146414641,0.662582,-0.260916
147014701,0.658554,-0.270819
147614761,0.654413,-0.280764
148214821,0.650079,-0.290526
148814881,0.645731,-0.300093
149414941,0.641142,-0.309681
150015001,0.636343,-0.319252
150615061,0.631457,-0.328721
151215121,0.626454,-0.338238
151815181,0.621302,-0.347467
152415241,0.61587,-0.356826
153015301,0.610612,-0.365659
153615361,0.605255,-0.374502
154215421,0.599393,-0.383539
154815481,0.593756,-0.392118
155415541,0.587923,-0.400561
156015601,0.581736,-0.409268
156615661,0.575511,-0.417906
157215721,0.569253,-0.426242
157815781,0.562777,-0.434669
158415841,0.556252,-0.442779
159015901,0.549491,-0.45079
159615961,0.542765,-0.458718
160216021,0.53572,-0.466643
160816081,0.528537,-0.47461
161416141,0.521529,-0.482022
162016201,0.514312,-0.489549
162616261,0.506767,-0.497062
163216321,0.499338,-0.504306
163816381,0.491776,-0.51149
164416441,0.484157,-0.518487
165016501,0.476354,-0.525491
165616561,0.468595,-0.53228
166216621,0.460427,-0.53903
166816681,0.452412,-0.545601
167416741,0.443981,-0.552155
168016801,0.435804,-0.558542
168616861,0.427584,-0.564701
169216921,0.419289,-0.570616
169816981,0.410713,-0.576732
170417041,0.40211,-0.582747
171017101,0.393499,-0.588313
171617161,0.384836,-0.59385
172217221,0.37591,-0.599464
172817281,0.366957,-0.604688
173417341,0.358076,-0.609833
174017401,0.349131,-0.614886
174617461,0.340056,-0.619975
175217521,0.33085,-0.624674
175817581,0.321745,-0.629475
176417641,0.312455,-0.633877
177017701,0.303084,-0.638422
177617761,0.293687,-0.642691
178217821,0.28429,-0.646853
178817881,0.274811,-0.650766
179417941,0.264971,-0.654731
180018001,0.255298,-0.658485
180618061,0.245731,-0.662065
181218121,0.235928,-0.665501
181818181,0.226057,-0.668768
182418241,0.216373,-0.67197
183018301,0.206482,-0.675013
183618361,0.196283,-0.677938
184218421,0.186292,-0.680666
184818481,0.176385,-0.683341
185418541,0.166123,-0.685853
186018601,0.155645,-0.688218
186618661,0.145577,-0.690337
187218721,0.135118,-0.692448
187818781,0.125059,-0.694336
188418841,0.114901,-0.695974
189018901,0.104487,-0.697718
189618961,0.0940374,-0.69895
190219021,0.0836427,-0.700335
190819081,0.0734869,-0.701475
191419141,0.0630646,-0.702421
192019201,0.0528165,-0.703245
192619261,0.0421511,-0.703969
193219321,0.0316266,-0.704468
193819381,0.0213248,-0.704785
194419441,0.0106916,-0.705089
195019501,0.000343383,-0.705125
195619561,-0.00991642,-0.705007
196219621,-0.0207384,-0.704714
196819681,-0.0312841,-0.704325
197419741,-0.0414898,-0.703757
198019801,-0.0519512,-0.702943
198619861,-0.0624916,-0.702174
199219921,-0.0727865,-0.701107
199819981,-0.0833884,-0.699961
200420042,-0.0936811,-0.698505
201020102,-0.104217,-0.697101
201620162,-0.114678,-0.695309
202220222,-0.124934,-0.693718
202820282,-0.135248,-0.691579
203420342,-0.145869,-0.689505
204020402,-0.156322,-0.687137
204620462,-0.166236,-0.684683
205220522,-0.176402,-0.682118
205820582,-0.186716,-0.679288
206420642,-0.196678,-0.676466
207020702,-0.206754,-0.673351
207620762,-0.216738,-0.670061
208220822,-0.226813,-0.66666
208820882,-0.236773,-0.663135
209420942,-0.2466,-0.65951
210021002,-0.256462,-0.655636
210621062,-0.266298,-0.651532
211221122,-0.275796,-0.647482
211821182,-0.285415,-0.643166
212421242,-0.295045,-0.638787
213021302,-0.304653,-0.634014
213621362,-0.314052,-0.629273
214221422,-0.323185,-0.624544
214821482,-0.332437,-0.619604
215421542,-0.341704,-0.61436
216021602,-0.350851,-0.608973
216621662,-0.359708,-0.603573
217221722,-0.36864,-0.597987
217821782,-0.377677,-0.592288
218421842,-0.386412,-0.586306
219021902,-0.395003,-0.580253
219621962,-0.403605,-0.574215
220222022,-0.411956,-0.567982
220822082,-0.420305,-0.561611
221422142,-0.42868,-0.554923
222022202,-0.436687,-0.548272
222622262,-0.444731,-0.541528
223222322,-0.452708,-0.534487
223822382,-0.460716,-0.527359
224422442,-0.468406,-0.520128
225022502,-0.476087,-0.512783
225622562,-0.483425,-0.505486
226222622,-0.490856,-0.497862
226822682,-0.498014,-0.490314
227422742,-0.505109,-0.482495
228022802,-0.511791,-0.474839
228622862,-0.518778,-0.466833
229222922,-0.5253,-0.458876
229822982,-0.532016,-0.450602
230423042,-0.538506,-0.442254
231023102,-0.544819,-0.433808
231623162,-0.551008,-0.425351
232223222,-0.556873,-0.416924
232823282,-0.56273,-0.408272
233423342,-0.568472,-0.39956
234023402,-0.574151,-0.390715
234623462,-0.579609,-0.381738
235223522,-0.585061,-0.372602
235823582,-0.590025,-0.363801
236423642,-0.595054,-0.354602
237023702,-0.599864,-0.345606
237623762,-0.604523,-0.336358
238223822,-0.609072,-0.32694
238823882,-0.613418,-0.317579
239423942,-0.61782,-0.307949
240024002,-0.621799,-0.298536
240624062,-0.625734,-0.288968
241224122,-0.629447,-0.279461
241824182,-0.633189,-0.269665
242424242,-0.636639,-0.260032
243024302,-0.639776,-0.250508
243624362,-0.642959,-0.240731
244224422,-0.645942,-0.230813
244824482,-0.648731,-0.220873
245424542,-0.651454,-0.211174
246024602,-0.653878,-0.201306
246624662,-0.656265,-0.191358
247224722,-0.658422,-0.181362
247824782,-0.660413,-0.171388
248424842,-0.662398,-0.161113
249024902,-0.664034,-0.151374
249624962,-0.6656,-0.141318
250225022,-0.667003,-0.131033
250825082,-0.668245,-0.120994
251425142,-0.669278,-0.111142
252025202,-0.67005,-0.101302
252625262,-0.670914,-0.0911013
253225322,-0.671519,-0.0812369
253825382,-0.671962,-0.0710765
254425442,-0.672214,-0.0610929
255025502,-0.672393,-0.0510858
255625562,-0.672367,-0.0410779
256225622,-0.67214,-0.0312842
256825682,-0.671917,-0.0212757
257425742,-0.671396,-0.0114334
258025802,-0.670772,-0.00161549
258625862,-0.670018,0.00828865
259225922,-0.669139,0.018046
259825982,-0.668047,0.0277076
260426042,-0.666891,0.0373417
261026102,-0.665564,0.0469944
261626162,-0.664116,0.0565436
262226222,-0.662477,0.065909
262826282,-0.66073,0.0756533
263426342,-0.658906,0.0850932
264026402,-0.656855,0.0944961
264626462,-0.654706,0.103818
265226522,-0.652415,0.113337
265826582,-0.649979,0.122764
266426642,-0.64742,0.131632
267026702,-0.644796,0.140962
267626762,-0.642027,0.149829
268226822,-0.639109,0.158937
268826882,-0.636049,0.168137
269426942,-0.632858,0.176824
270027002,-0.629671,0.18549
270627062,-0.626335,0.194132
271227122,-0.622781,0.203076
271827182,-0.619148,0.211541
272427242,-0.615375,0.220292
273027302,-0.61161,0.228453
273627362,-0.607696,0.23692
274227422,-0.603619,0.2452
274827482,-0.599482,0.253487
275427542,-0.595154,0.261845
276027602,-0.590706,0.270058
276627662,-0.586301,0.277855
277227722,-0.581826,0.285565
277827782,-0.577031,0.293613
278427842,-0.572245,0.301501
279027902,-0.567395,0.309057
279627962,-0.562541,0.316622
280228022,-0.557529,0.324244
280828082,-0.552356,0.331572
281428142,-0.547267,0.338912
282028202,-0.541987,0.346076
282628262,-0.536495,0.353456
283228322,-0.530942,0.360662
283828382,-0.525449,0.367474
284428442,-0.519898,0.374287
285028502,-0.514269,0.380955
285628562,-0.508352,0.387979
286228622,-0.50248,0.394554
286828682,-0.496396,0.401361
287428742,-0.490483,0.407655
288028802,-0.484475,0.41393
288628862,-0.478201,0.420413
289228922,-0.472049,0.426541
289828982,-0.465763,0.432564
290429042,-0.459508,0.438507
291029102,-0.452881,0.444571
291629162,-0.44654,0.45023
292229222,-0.440041,0.45594
292829282,-0.433504,0.461563
293429342,-0.426851,0.467055
294029402,-0.420174,0.472455
294629462,-0.413453,0.477883
295229522,-0.406592,0.48312
295829582,-0.399482,0.488449
296429642,-0.392799,0.493411
297029702,-0.385621,0.498487
297629762,-0.378784,0.503239
298229822,-0.371517,0.508119
298829882,-0.364277,0.512884
299429942,-0.357295,0.51737
300030003,-0.350113,0.521883
300630063,-0.342639,0.526438
301230123,-0.335606,0.530561
301830183,-0.32833,0.534815
302430243,-0.320865,0.538978
303030303,-0.313359,0.543006
303630363,-0.305845,0.546876
304230423,-0.298239,0.550866
304830483,-0.290776,0.554537
305430543,-0.283045,0.558333
306030603,-0.275716,0.561719
306630663,-0.268185,0.565034
307230723,-0.260522,0.568472
307830783,-0.252749,0.571784
308430843,-0.245082,0.574886
309030903,-0.2372,0.578063
309630963,-0.229388,0.58098
310231023,-0.221504,0.583903
310831083,-0.213644,0.58667
311431143,-0.205763,0.58935
312031203,-0.197948,0.591929
312631263,-0.18976,0.594376
313231323,-0.180449,0.59725
313831383,-0.17261,0.599517
314431443,-0.164466,0.601806
315031503,-0.156298,0.603923
315631563,-0.148191,0.605891
316231623,-0.140076,0.607889
316831683,-0.131858,0.60959
317431743,-0.123834,0.611218
318031803,-0.115633,0.612842
318631863,-0.107362,0.614396
319231923,-0.0992677,0.615781
319831983,-0.0912165,0.616973
320432043,-0.0826918,0.618203
321032103,-0.0744695,0.619373
321632163,-0.0663697,0.620307
322232223,-0.05821,0.621224
322832283,-0.0500087,0.621979
323432343,-0.0416285,0.622626
324032403,-0.03319,0.623376
324632463,-0.0247916,0.62389
325232523,-0.0163013,0.62432
325832583,-0.00803042,0.624606
326432643,0.000250412,0.624876
327032703,0.0086241,0.624954
327632763,0.0170783,0.62494
328232823,0.0257633,0.624786
328832883,0.0339393,0.624616
329432943,0.042393,0.624309
330033003,0.0508482,0.623969
330633063,0.0591884,0.623456
331233123,0.0676264,0.622765
331833183,0.0762665,0.621999
332433243,0.0848479,0.621176
333033303,0.0932237,0.620193
333633363,0.10172,0.619201
334233423,0.110098,0.617949
334833483,0.118734,0.616706
335433543,0.127131,0.615283
336033603,0.135258,0.613818
336633663,0.143814,0.612293
337233723,0.15218,0.610538
337833783,0.160447,0.608815
338433843,0.168908,0.606787
339033903,0.177386,0.604781
339633963,0.1855,0.602636
340234023,0.193701,0.600467
340834083,0.201852,0.598051
341434143,0.210494,0.59551
342034203,0.218597,0.592983
342634263,0.227052,0.590194
343234323,0.235253,0.587392
343834383,0.243309,0.584551
344434443,0.251721,0.581422
345034503,0.259842,0.578288
345634563,0.268099,0.574915
346234623,0.276189,0.57161
346834683,0.28432,0.568038
347434743,0.29224,0.564578
348034803,0.30037,0.5608
348634863,0.308358,0.556856
349234923,0.316226,0.552966
349834983,0.323923,0.548935
350435043,0.332103,0.544628
351035103,0.339793,0.540442
351635163,0.347786,0.535769
352235223,0.35557,0.531259
352835283,0.363364,0.526616
353435343,0.370906,0.521859
354035403,0.378202,0.516991
354635463,0.38619,0.511786
355235523,0.393381,0.506891
355835583,0.400932,0.501577
356435643,0.408438,0.496257
357035703,0.415576,0.490793
357635763,0.422994,0.485067
358235823,0.430057,0.479482
358835883,0.437067,0.473787
359435943,0.444115,0.467888
360036003,0.451229,0.461726
360636063,0.458201,0.455568
361236123,0.464947,0.449452
361836183,0.471753,0.443012
362436243,0.478225,0.436769
363036303,0.484928,0.430099
363636363,0.491483,0.423397
364236423,0.497801,0.416672
364836483,0.504157,0.409844
365436543,0.51034,0.402859
366036603,0.516477,0.395843
366636663,0.522583,0.388646
367236723,0.52852,0.381451
367836783,0.53451,0.373906
368436843,0.540259,0.36648
369036903,0.545969,0.358916
369636963,0.551413,0.351218
370237023,0.557057,0.343441
370837083,0.562373,0.335536
371437143,0.567684,0.327593
372037203,0.572879,0.319425
372637263,0.577669,0.311558
373237323,0.58268,0.303189
373837383,0.587514,0.294879
374437443,0.592283,0.28638
375037503,0.597002,0.278009
375637563,0.601386,0.269441
376237623,0.605701,0.260865
376837683,0.609896,0.252049
377437743,0.613894,0.243524
378037803,0.617873,0.234369
378637863,0.621764,0.225537
379237923,0.625479,0.216338
379837983,0.628903,0.207562
380438043,0.632396,0.19829
381038103,0.635612,0.189292
381638163,0.638747,0.18009
382238223,0.641821,0.170597
382838283,0.64457,0.161443
383438343,0.647268,0.152151
384038403,0.649919,0.142646
384638463,0.652393,0.13302
385238523,0.654642,0.1236
385838583,0.656791,0.113953
386438643,0.658869,0.104277
387038703,0.660744,0.094667
387638763,0.662489,0.084754
388238823,0.664052,0.0749339
388838883,0.665464,0.0652998
389438943,0.666666,0.0556419
390039003,0.667882,0.0456467
390639063,0.668894,0.0359033
391239123,0.669737,0.0258337
391839183,0.670436,0.0158752
392439243,0.671022,0.00602433
393039303,0.671373,-0.00399735
393639363,0.671604,-0.0140656
394239423,0.671689,-0.0240022
394839483,0.67162,-0.034011
395439543,0.671366,-0.0441087
396039603,0.671022,-0.0541776
396639663,0.670432,-0.0641858
397239723,0.669591,-0.0743077
397839783,0.668761,-0.0843059
398439843,0.667841,-0.0940767
399039903,0.666649,-0.104382
399639963,0.665267,-0.114435
400240024,0.663778,-0.124286
400840084,0.662093,-0.13455
401440144,0.660315,-0.144253
402040204,0.658349,-0.154166
402640264,0.656245,-0.164037
403240324,0.653875,-0.174051
403840384,0.651419,-0.183913
404440444,0.648898,-0.193807
405040504,0.646004,-0.203652
405640564,0.643125,-0.213405
406240624,0.640114,-0.222988
406840684,0.636875,-0.232629
407440744,0.6335,-0.242234
408040804,0.62995,-0.251872
408640864,0.626277,-0.261441
409240924,0.622387,-0.27103
409840984,0.618453,-0.280277
410441044,0.614266,-0.289659
411041104,0.610017,-0.298869
411641164,0.605653,-0.308149
412241224,0.600935,-0.317427
412841284,0.596114,-0.326729
413441344,0.591217,-0.335799
414041404,0.586105,-0.344786
414641464,0.581014,-0.353425
415241524,0.575673,-0.362393
415841584,0.570046,-0.371267
416441644,0.564671,-0.379579
417041704,0.558787,-0.388324
417641764,0.552972,-0.396698
418241824,0.546829,-0.405216
418841884,0.540832,-0.413363
419441944,0.534645,-0.421347
420042004,0.527998,-0.429793
420642064,0.52154,-0.437587
421242124,0.514702,-0.445627
421842184,0.50792,-0.453401
422442244,0.500977,-0.460994
423042304,0.493938,-0.468376
423642364,0.486915,-0.475667
424242424,0.479451,-0.483068
424842484,0.472197,-0.4901
425442544,0.464596,-0.497135
426042604,0.456862,-0.504112
426642664,0.449143,-0.510764
427242724,0.441274,-0.517392
427842784,0.433474,-0.523749
428442844,0.425582,-0.529911
429042904,0.41757,-0.536118
429642964,0.409694,-0.541936
430243024,0.40152,-0.547727
430843084,0.393168,-0.553693
431443144,0.385058,-0.559209
432043204,0.376713,-0.564742
432643264,0.368411,-0.570163
433243324,0.359877,-0.575592
433843384,0.351494,-0.580675
434443444,0.343032,-0.585682
435043504,0.334351,-0.590616
435643564,0.325896,-0.595552
436243624,0.317361,-0.600175
436843684,0.308456,-0.604824
437443744,0.29982,-0.609448
438043804,0.290755,-0.61408
438643864,0.281985,-0.618362
439243924,0.273096,-0.62261
439843984,0.263858,-0.626833
440444044,0.255013,-0.630787
441044104,0.245928,-0.634589
441644164,0.236423,-0.638512
442244224,0.227011,-0.642204
442844284,0.217677,-0.645659
443444344,0.208284,-0.648994
444044404,0.198243,-0.652373
444644464,0.188772,-0.655477
445244524,0.179321,-0.65842
445844584,0.169527,-0.661255
446444644,0.159618,-0.663918
447044704,0.149397,-0.666523
447644764,0.139404,-0.668812
448244824,0.129434,-0.671174
448844884,0.119614,-0.673039
449444944,0.109437,-0.67494
450045004,0.09958,-0.676542
450645064,0.089093,-0.678094
451245124,0.0788577,-0.6795
451845184,0.0686028,-0.680707
452445244,0.0584645,-0.681665
453045304,0.0481405,-0.68249
453645364,0.0377824,-0.683247
454245424,0.0273881,-0.683753
454845484,0.0170603,-0.684105
455445544,0.00682631,-0.684409
456045604,-0.00342262,-0.684482
456645664,-0.0136944,-0.684312
457245724,-0.0238036,-0.684057
457845784,-0.0342022,-0.683582
458445844,-0.0444582,-0.682984
459045904,-0.0546038,-0.682137
459645964,-0.0649089,-0.681246
460246024,-0.0750139,-0.680202
460846084,-0.085493,-0.678826
461446144,-0.0954303,-0.677541
462046204,-0.105809,-0.676043
462646264,-0.115788,-0.67437
463246324,-0.125659,-0.672446
463846384,-0.135769,-0.670422
464446444,-0.145877,-0.668256
465046504,-0.155887,-0.665831
465646564,-0.16599,-0.66331
466246624,-0.175444,-0.660704
466846684,-0.185719,-0.65787
467446744,-0.195286,-0.654983
468046804,-0.205263,-0.651732
468646864,-0.214995,-0.648448
469246924,-0.224873,-0.644951
469846984,-0.234343,-0.64138
470447044,-0.243806,-0.637712
471047104,-0.253496,-0.63375
471647164,-0.262753,-0.629954
472247224,-0.272171,-0.625615
472847284,-0.281489,-0.621323
473447344,-0.290821,-0.616801
474047404,-0.299821,-0.612251
474647464,-0.309099,-0.607518
475247524,-0.318007,-0.6027
475847584,-0.327033,-0.597583
476447644,-0.33588,-0.59247
477047704,-0.344946,-0.586941
477647764,-0.35341,-0.581566
478247824,-0.362074,-0.576
478847884,-0.37075,-0.570234
479447944,-0.379349,-0.564288
480048004,-0.387779,-0.558203
480648064,-0.395896,-0.552027
481248124,-0.404122,-0.54585
481848184,-0.412072,-0.539528
482448244,-0.42003,-0.533033
483048304,-0.427739,-0.526485
483648364,-0.435591,-0.519672
484248424,-0.443213,-0.512713
484848484,-0.450465,-0.505934
485448544,-0.45795,-0.498794
486048604,-0.464986,-0.491702
486648664,-0.472277,-0.484223
487248724,-0.479095,-0.477026
487848784,-0.486126,-0.469306
488448844,-0.49298,-0.461614
489048904,-0.499596,-0.454073
489648964,-0.506004,-0.446189
490249024,-0.512247,-0.438484
490849084,-0.518672,-0.430268
491449144,-0.524658,-0.42227
492049204,-0.530553,-0.414134
492649264,-0.536342,-0.405992
493249324,-0.542208,-0.39753
493849384,-0.547668,-0.389239
494449444,-0.553116,-0.380626
495049504,-0.558444,-0.3721
495649564,-0.563616,-0.363486
496249624,-0.568559,-0.354868
496849684,-0.573641,-0.345814
497449744,-0.578418,-0.336941
498049804,-0.582999,-0.328035
498649864,-0.587497,-0.318894
499249924,-0.59179,-0.309847
499849984,-0.59584,-0.301058
500450045,-0.599947,-0.291793
501050105,-0.603854,-0.282421
501650165,-0.607424,-0.273418
502250225,-0.61099,-0.264275
502850285,-0.614411,-0.254766
503450345,-0.617874,-0.245095
504050405,-0.620983,-0.235709
504650465,-0.623933,-0.226379
505250525,-0.62682,-0.216774
505850585,-0.62948,-0.207121
506450645,-0.632074,-0.197509
507050705,-0.63445,-0.187887
507650765,-0.636639,-0.178444
508250825,-0.638602,-0.16906
508850885,-0.64063,-0.159278
509450945,-0.642453,-0.149438
510051005,-0.644057,-0.139882
510651065,-0.645511,-0.130355
511251125,-0.646841,-0.12069
511851185,-0.647964,-0.110856
512451245,-0.649082,-0.101178
513051305,-0.649964,-0.0912399
513651365,-0.650688,-0.0816396
514251425,-0.651315,-0.0720185
514851485,-0.651721,-0.0623359
515451545,-0.65196,-0.0528627
516051605,-0.652127,-0.0430846
516651665,-0.652093,-0.0334026
517251725,-0.652006,-0.0239087
517851785,-0.651747,-0.0144998
518451845,-0.651255,-0.00479262
519051905,-0.650797,0.00485665
519651965,-0.650052,0.0142182
520252025,-0.649235,0.0238967
520852085,-0.648202,0.0331454
521452145,-0.64713,0.0425376
522052205,-0.645784,0.0522967
522652265,-0.644473,0.0614909
523252325,-0.643005,0.0706212
523852385,-0.641273,0.0799867
524452445,-0.63944,0.0892326
525052505,-0.637461,0.0985183
525652565,-0.635418,0.107592
526252625,-0.63324,0.11673
526852685,-0.630879,0.125962
527452745,-0.628405,0.134789
528052805,-0.6258,0.1438
528652865,-0.623142,0.152718
529252925,-0.620301,0.161529
529852985,-0.617273,0.170515
530453045,-0.614259,0.179081
531053105,-0.611092,0.187677
531653165,-0.607732,0.196337
532253225,-0.604269,0.20496
532853285,-0.600663,0.213462
533453345,-0.596905,0.222132
534053405,-0.593163,0.230338
534653465,-0.58929,0.238485
535253525,-0.585255,0.246767
535853585,-0.58114,0.254989
536453645,-0.576932,0.262834
537053705,-0.572613,0.270902
537653765,-0.568172,0.278904
538253825,-0.563611,0.286689
538853885,-0.558932,0.294551
539453945,-0.554206,0.302323
540054005,-0.549311,0.309722
540654065,-0.544409,0.317089
541254125,-0.539418,0.32458
541854185,-0.53419,0.332063
542454245,-0.528942,0.339424
543054305,-0.52366,0.34651
543654365,-0.518455,0.353369
544254425,-0.513001,0.360329
544854485,-0.507467,0.367245
545454545,-0.501692,0.374044
546054605,-0.495965,0.380802
546654665,-0.490084,0.387428
547254725,-0.48433,0.393713
547854785,-0.478337,0.400313
548454845,-0.472143,0.406738
549054905,-0.466097,0.412948
549654965,-0.459669,0.419095
550255025,-0.45355,0.425033
550855085,-0.447329,0.430989
